game_id,target
1015,1
1016,1
1017,1
1019,1
1021,1
1024,1
1025,1
1026,1
1028,1
1031,1
1034,1
1043,1
1045,1
1050,1
1052,1
1053,1
1056,1
1062,1
1064,1
1071,1
1083,1
1085,1
1086,1
1087,1
1088,1
1089,1
1098,1
1099,1
1102,1
1107,1
1108,1
1114,1
1115,1
1117,1
1123,1
1126,1
1128,1
1130,1
1133,1
1136,1
1138,1
1141,1
1142,1
1148,1
1154,1
1156,1
1158,1
1159,1
1162,1
1164,1
1166,1
1167,1
1168,1
1173,1
1175,1
1182,1
1183,1
1185,1
1187,1
1189,1
1191,1
1192,1
1198,1
1200,1
1201,1
1204,1
1207,1
1208,1
1216,1
1217,1
1220,1
1222,1
1225,1
1227,1
1228,1
1236,1
1240,1
1241,1
1244,1
1246,1
1253,1
1259,1
1260,1
1261,1
1263,1
1267,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1279,1
1285,1
1292,1
1295,1
1304,1
1306,1
1308,1
1313,1
1316,1
1325,1
1326,1
1328,1
1331,1
1333,1
1335,1
1336,1
1340,1
1341,1
1342,1
1356,1
1363,1
1364,1
1365,1
1366,1
1367,1
1369,1
1375,1
1380,1
1382,1
1383,1
1387,1
1388,1
1389,1
1390,1
1394,1
1399,1
1400,1
1406,1
1410,1
1411,1
1416,1
1418,1
1419,1
1422,1
1426,1
1427,1
1433,1
1436,1
1440,1
1441,1
1451,1
1454,1
1456,1
1457,1
1459,1
1466,1
1478,1
1479,1
1481,1
1487,1
1492,1
1495,1
1496,1
1497,1
1501,1
1505,1
1507,1
1508,1
1517,1
1520,1
1524,1
1527,1
1528,1
1529,1
1532,1
1540,1
1543,1
1544,1
1547,1
1549,1
1550,1
1552,1
1553,1
1554,1
1562,1
1565,1
1567,1
1568,1
1570,1
1576,1
1582,1
1583,1
1584,1
1587,1
1592,1
1597,1
1601,1
1606,1
1612,1
1613,1
1618,1
1625,1
1626,1
1629,1
1630,1
1636,1
1642,1
1652,1
1654,1
1661,1
1664,1
1666,1
1673,1
1679,1
1680,1
1686,1
1691,1
1692,1
1700,1
1706,1
1710,1
1713,1
1719,1
1720,1
1723,1
1725,1
1728,1
1733,1
1744,1
1745,1
1751,1
1762,1
1766,1
1771,1
1784,1
1785,1
1795,1
1796,1
1798,1
1800,1
1803,1
1807,1
1812,1
1813,1
1816,1
1817,1
1820,1
1821,1
1822,1
1823,1
1825,1
1826,1
1828,1
1830,1
1833,1
1837,1
1839,1
1840,1
1844,1
1850,1
1851,1
1862,1
1867,1
1871,1
1872,1
1873,1
1879,1
1881,1
1882,1
1892,1
1893,1
1899,1
1900,1
1901,1
1904,1
1908,1
1910,1
1911,1
1915,1
1918,1
1919,1
1920,1
1923,1
1925,1
1935,1
1936,1
1937,1
1939,1
1940,1
1943,1
1948,1
1949,1
1951,1
1954,1
1957,1
1958,1
1962,1
1964,1
1969,1
1971,1
1976,1
1977,1
1978,1
1979,1
1980,1
1982,1
1983,1
1987,1
1990,1
2002,1
2004,1
2008,1
2011,1
2020,1
2021,1
2022,1
2026,1
2030,1
2031,1
2035,1
2040,1
2045,1
2055,1
2056,1
2059,1
2064,1
2067,1
2071,1
2075,1
2076,1
2083,1
2084,1
2085,1
2089,1
2091,1
2099,1
2101,1
2104,1
2113,1
2114,1
2115,1
2117,1
2120,1
2121,1
2124,1
2129,1
2134,1
2141,1
2142,1
2147,1
2149,1
2153,1
2157,1
2159,1
2168,1
2169,1
2171,1
2172,1
2173,1
2182,1
2184,1
2186,1
2190,1
2196,1
2198,1
2202,1
2203,1
2205,1
2206,1
2207,1
2208,1
2212,1
2215,1
2224,1
2227,1
2229,1
2232,1
2237,1
2241,1
2244,1
2252,1
2256,1
2258,1
2259,1
2265,1
2267,1
2271,1
2273,1
2276,1
2283,1
2285,1
2286,1
2287,1
2300,1
2313,1
2316,1
2330,1
2332,1
2334,1
2342,1
2343,1
2348,1
2357,1
2358,1
2359,1
2360,1
2377,1
2383,1
2384,1
2387,1
2400,1
2406,1
2411,1
2414,1
2420,1
2423,1
2424,1
2425,1
2428,1
2438,1
2439,1
2440,1
2443,1
2447,1
2448,1
2449,1
2450,1
2451,1
2456,1
2466,1
2467,1
2471,1
2485,1
2488,1
2490,1
2491,1
2492,1
2495,1
2503,1
2504,1
2507,1
2508,1
2509,1
2512,1
2514,1
2515,1
2520,1
2521,1
2522,1
2526,1
2533,1
2534,1
2536,1
2537,1
2539,1
2540,1
2541,1
2542,1
2545,1
2552,1
2554,1
2556,1
2559,1
2563,1
2565,1
2568,1
2572,1
2587,1
2590,1
2591,1
2594,1
2596,1
2597,1
2598,1
2599,1
2601,1
2608,1
2610,1
2611,1
2627,1
2629,1
2630,1
2631,1
2632,1
2640,1
2644,1
2647,1
2653,1
2654,1
2656,1
2658,1
2659,1
2673,1
2677,1
2683,1
2687,1
2688,1
2691,1
2694,1
2695,1
2702,1
2704,1
2707,1
2708,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2721,1
2724,1
2726,1
2727,1
2733,1
2734,1
2741,1
2742,1
2744,1
2745,1
2749,1
2751,1
2757,1
2759,1
2761,1
2762,1
2767,1
2769,1
2773,1
2774,1
2775,1
2778,1
2780,1
2795,1
2799,1
2801,1
2813,1
2814,1
2819,1
2820,1
2827,1
2828,1
2831,1
2841,1
2846,1
2848,1
2849,1
2851,1
2855,1
2856,1
2858,1
2861,1
2869,1
2871,1
2874,1
2875,1
2876,1
2879,1
2880,1
2884,1
2899,1
2907,1
2908,1
2914,1
2915,1
2916,1
2917,1
2919,1
2923,1
2928,1
2934,1
2940,1
2950,1
2951,1
2961,1
2966,1
2970,1
2975,1
2977,1
2985,1
2989,1
2990,1
2991,1
2992,1
2994,1
2997,1
3006,1
3007,1
3013,1
3016,1
3017,1
3027,1
3028,1
3035,1
3037,1
3039,1
3040,1
3044,1
3045,1
3046,1
3047,1
3050,1
3054,1
3057,1
3058,1
3059,1
3068,1
3071,1
3072,1
3075,1
3077,1
3081,1
3083,1
3084,1
3088,1
3092,1
3094,1
3104,1
3106,1
3107,1
3109,1
3112,1
3115,1
3119,1
3131,1
3135,1
3137,1
3144,1
3149,1
3152,1
3154,1
3156,1
3162,1
3165,1
3166,1
3168,1
3169,1
3170,1
3185,1
3187,1
3188,1
3191,1
3193,1
3194,1
3203,1
3206,1
3210,1
3211,1
3215,1
3216,1
3218,1
3221,1
3234,1
3236,1
3241,1
3245,1
3247,1
3250,1
3252,1
3254,1
3255,1
3257,1
3260,1
3261,1
3264,1
3265,1
3270,1
3272,1
3273,1
3275,1
3277,1
3278,1
3280,1
3281,1
3282,1
3284,1
3293,1
3294,1
3297,1
3300,1
3304,1
3305,1
3306,1
3315,1
3317,1
3318,1
3322,1
3327,1
3328,1
3333,1
3338,1
3339,1
3341,1
3342,1
3346,1
3347,1
3348,1
3349,1
3353,1
3367,1
3372,1
3373,1
3379,1
3384,1
3389,1
3390,1
3402,1
3403,1
3406,1
3409,1
3413,1
3414,1
3417,1
3428,1
3430,1
3437,1
3438,1
3446,1
3448,1
3451,1
3454,1
3455,1
3459,1
3465,1
3474,1
3477,1
3481,1
3484,1
3487,1
3494,1
3496,1
3497,1
3500,1
3501,1
3503,1
3508,1
3510,1
3515,1
3520,1
3527,1
3540,1
3541,1
3542,1
3549,1
3550,1
3553,1
3560,1
3569,1
3577,1
3580,1
3581,1
3584,1
3588,1
3592,1
3593,1
3600,1
3602,1
3608,1
3609,1
3613,1
3614,1
3617,1
3618,1
3621,1
3622,1
3623,1
3627,1
3629,1
3634,1
3635,1
3640,1
3641,1
3645,1
3648,1
3650,1
3654,1
3657,1
3661,1
3672,1
3676,1
3677,1
3678,1
3686,1
3698,1
3699,1
3700,1
3702,1
3705,1
3706,1
3708,1
3713,1
3714,1
3715,1
3719,1
3726,1
3727,1
3728,1
3731,1
3736,1
3743,1
3745,1
3752,1
3756,1
3757,1
3758,1
3760,1
3762,1
3766,1
3767,1
3771,1
3773,1
3774,1
3775,1
3784,1
3788,1
3789,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3798,1
3800,1
3801,1
3802,1
3803,1
3804,1
3807,1
3814,1
3820,1
3829,1
3830,1
3833,1
3834,1
3841,1
3842,1
3844,1
3845,1
3848,1
3853,1
3854,1
3858,1
3860,1
3863,1
3865,1
3870,1
3876,1
3877,1
3884,1
3885,1
3888,1
3892,1
3894,1
3895,1
3897,1
3901,1
3910,1
3912,1
3914,1
3916,1
3917,1
3919,1
3920,1
3926,1
3927,1
3930,1
3934,1
3938,1
3941,1
3942,1
3950,1
3951,1
3954,1
3955,1
3957,1
3959,1
3961,1
3975,1
3977,1
3981,1
3983,1
3984,1
3985,1
3988,1
3993,1
3994,1
3995,1
4000,1
4008,1
4014,1
4015,1
4019,1
4021,1
4023,1
4024,1
4026,1
4028,1
4030,1
4034,1
4036,1
4037,1
4039,1
4042,1
4044,1
4050,1
4056,1
4060,1
4062,1
4064,1
4065,1
4069,1
4070,1
4077,1
4085,1
4086,1
4091,1
4092,1
4094,1
4100,1
4101,1
4104,1
4105,1
4107,1
4113,1
4116,1
4122,1
4127,1
4128,1
4129,1
4133,1
4137,1
4138,1
4143,1
4145,1
4148,1
4164,1
4169,1
4172,1
4173,1
4177,1
4181,1
4185,1
4195,1
4198,1
4199,1
4201,1
4204,1
4209,1
4212,1
4216,1
4222,1
4230,1
4234,1
4235,1
4242,1
4248,1
4251,1
4253,1
4264,1
4265,1
4270,1
4272,1
4274,1
4278,1
4282,1
4285,1
4288,1
4290,1
4295,1
4300,1
4306,1
4309,1
4313,1
4315,1
4316,1
4318,1
4325,1
4333,1
4334,1
4339,1
4342,1
4343,1
4348,1
4353,1
4361,1
4362,1
4364,1
4365,1
4367,1
4370,1
4371,1
4372,1
4374,1
4375,1
4377,1
4382,1
4388,1
4389,1
4392,1
4393,1
4395,1
4398,1
4400,1
4401,1
4407,1
4436,1
4440,1
4444,1
4446,1
4450,1
4455,1
4458,1
4459,1
4461,1
4462,1
4464,1
4468,1
4473,1
4474,1
4479,1
4480,1
4483,1
4484,1
4489,1
4490,1
4493,1
4497,1
4506,1
4515,1
4518,1
4520,1
4522,1
4524,1
4527,1
4528,1
4530,1
4533,1
4535,1
4537,1
4538,1
4544,1
4549,1
4553,1
4555,1
4559,1
4560,1
4562,1
4563,1
4568,1
4570,1
4571,1
4573,1
4574,1
4586,1
4588,1
4593,1
4594,1
4595,1
4596,1
4602,1
4608,1
4611,1
4613,1
4616,1
4619,1
4625,1
4629,1
4630,1
4636,1
4637,1
4640,1
4641,1
4646,1
4647,1
4648,1
4651,1
4665,1
4667,1
4668,1
4670,1
4677,1
4678,1
4681,1
4687,1
4688,1
4689,1
4690,1
4695,1
4699,1
4709,1
4713,1
4715,1
4718,1
4719,1
4721,1
4722,1
4724,1
4726,1
4727,1
4732,1
4733,1
4734,1
4735,1
4738,1
4740,1
4747,1
4749,1
4750,1
4751,1
4753,1
4755,1
4760,1
4761,1
4765,1
4770,1
4778,1
4779,1
4784,1
4786,1
4788,1
4792,1
4793,1
4796,1
4800,1
4804,1
4808,1
4811,1
4814,1
4815,1
4823,1
4825,1
4827,1
4828,1
4829,1
4837,1
4841,1
4844,1
4845,1
4846,1
4847,1
4850,1
4851,1
4855,1
4858,1
4861,1
4864,1
4868,1
4870,1
4872,1
4874,1
4876,1
4877,1
4880,1
4881,1
4886,1
4889,1
4891,1
4893,1
4901,1
4903,1
4904,1
4907,1
4914,1
4920,1
4922,1
4925,1
4926,1
4929,1
4932,1
4937,1
4938,1
4943,1
4948,1
4949,1
4956,1
4961,1
4962,1
4965,1
4970,1
4972,1
4975,1
4984,1
4992,1
4997,1
4998,1
5004,1
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5014,1
5016,1
5024,1
5035,1
5038,1
5041,1
5049,1
5051,1
5056,1
5062,1
5064,1
5065,1
5069,1
5070,1
5073,1
5078,1
5079,1
5081,1
5082,1
5083,1
5084,1
5086,1
5091,1
5094,1
5095,1
5096,1
5103,1
5111,1
5113,1
5118,1
5121,1
5122,1
5123,1
5125,1
5126,1
5127,1
5129,1
5130,1
5136,1
5140,1
5141,1
5143,1
5144,1
5147,1
5162,1
5163,1
5164,1
5165,1
5166,1
5168,1
5174,1
5180,1
5181,1
5195,1
5201,1
5202,1
5203,1
5204,1
5206,1
5207,1
5209,1
5212,1
5217,1
5223,1
5231,1
5238,1
5239,1
5241,1
5248,1
5253,1
5256,1
5257,1
5258,1
5266,1
5268,1
5274,1
5277,1
5279,1
5284,1
5287,1
5301,1
5302,1
5303,1
5306,1
5308,1
5310,1
5314,1
5317,1
5320,1
5323,1
5328,1
5330,1
5331,1
5332,1
5333,1
5334,1
5349,1
5351,1
5352,1
5354,1
5362,1
5364,1
5370,1
5372,1
5376,1
5378,1
5382,1
5383,1
5385,1
5387,1
5388,1
5390,1
5391,1
5392,1
5393,1
5399,1
5400,1
5401,1
5402,1
5404,1
5408,1
5409,1
5412,1
5416,1
5419,1
5425,1
5427,1
5434,1
5439,1
5446,1
5447,1
5452,1
5453,1
5455,1
5456,1
5459,1
5461,1
5462,1
5463,1
5468,1
5469,1
5470,1
5479,1
5486,1
5488,1
5495,1
5498,1
5499,1
5501,1
5506,1
5507,1
5509,1
5511,1
5514,1
5527,1
5530,1
5531,1
5532,1
5535,1
5536,1
5538,1
5541,1
5543,1
5544,1
5545,1
5546,1
5551,1
5552,1
5553,1
5555,1
5563,1
5575,1
5587,1
5589,1
5591,1
5593,1
5594,1
5595,1
5601,1
5608,1
5611,1
5612,1
5619,1
5622,1
5628,1
5630,1
5631,1
5639,1
5643,1
5654,1
5655,1
5659,1
5669,1
5671,1
5673,1
5674,1
5688,1
5690,1
5693,1
5695,1
5696,1
5702,1
5706,1
5707,1
5710,1
5711,1
5713,1
5717,1
5723,1
5728,1
5730,1
5731,1
5736,1
5743,1
5744,1
5746,1
5747,1
5751,1
5758,1
5759,1
5763,1
5764,1
5765,1
5766,1
5768,1
5769,1
5770,1
5772,1
5774,1
5779,1
5781,1
5782,1
5791,1
5794,1
5797,1
5801,1
5802,1
5803,1
5810,1
5812,1
5813,1
5814,1
5815,1
5816,1
5826,1
5827,1
5830,1
5834,1
5843,1
5849,1
5851,1
5852,1
5856,1
5858,1
5863,1
5864,1
5870,1
5871,1
5876,1
5879,1
5883,1
5886,1
5892,1
5895,1
5898,1
5901,1
5902,1
5905,1
5908,1
5909,1
5912,1
5919,1
5920,1
5937,1
5939,1
5941,1
5946,1
5950,1
5951,1
5953,1
5955,1
5956,1
5959,1
5961,1
5962,1
5963,1
5966,1
5968,1
5973,1
5974,1
5975,1
5976,1
5980,1
5981,1
5983,1
5984,1
5987,1
5993,1
6002,1
6016,1
6018,1
6024,1
6025,1
6029,1
6034,1
6037,1
6039,1
6041,1
6049,1
6051,1
6058,1
6063,1
6064,1
6075,1
6076,1
6087,1
6088,1
6092,1
6093,1
6097,1
6098,1
6100,1
6105,1
6108,1
6109,1
6115,1
6118,1
6121,1
6125,1
6129,1
6133,1
6134,1
6136,1
6137,1
6139,1
6140,1
6141,1
6145,1
6148,1
6150,1
6153,1
6154,1
6155,1
6164,1
6165,1
6167,1
6169,1
6172,1
6174,1
6183,1
6187,1
6193,1
6195,1
6201,1
6203,1
6204,1
6207,1
6211,1
6214,1
6216,1
6219,1
6220,1
6222,1
6229,1
6237,1
6238,1
6240,1
6245,1
6256,1
6258,1
6262,1
6266,1
6267,1
6268,1
6269,1
6277,1
6281,1
6283,1
6287,1
6290,1
6294,1
6296,1
6303,1
6305,1
6313,1
6318,1
6323,1
6328,1
6329,1
6333,1
6338,1
6339,1
6340,1
6349,1
6354,1
6356,1
6360,1
6370,1
6374,1
6377,1
6378,1
6380,1
6382,1
6383,1
6386,1
6388,1
6389,1
6392,1
6396,1
6397,1
6398,1
6399,1
6400,1
6404,1
6411,1
6416,1
6417,1
6419,1
6422,1
6426,1
6434,1
6441,1
6447,1
6458,1
6459,1
6460,1
6463,1
6465,1
6471,1
6472,1
6476,1
6477,1
6478,1
6480,1
6482,1
6484,1
6486,1
6488,1
6490,1
6492,1
6494,1
6496,1
6498,1
6499,1
6505,1
6506,1
6510,1
6514,1
6517,1
6520,1
6522,1
6527,1
6528,1
6530,1
6534,1
6542,1
6548,1
6554,1
6557,1
6558,1
6563,1
6568,1
6572,1
6574,1
6575,1
6578,1
6580,1
6589,1
6600,1
6605,1
6608,1
6610,1
6611,1
6615,1
6619,1
6624,1
6628,1
6631,1
6635,1
6636,1
6638,1
6642,1
6645,1
6646,1
6649,1
6651,1
6653,1
6657,1
6658,1
6659,1
6660,1
6661,1
6662,1
6665,1
6666,1
6670,1
6673,1
6675,1
6677,1
6683,1
6688,1
6695,1
6697,1
6698,1
6700,1
6704,1
6708,1
6709,1
6711,1
6713,1
6714,1
6719,1
6721,1
6722,1
6723,1
6736,1
6737,1
6739,1
6744,1
6748,1
6749,1
6751,1
6752,1
6754,1
6756,1
6758,1
6759,1
6768,1
6784,1
6785,1
6787,1
6791,1
6794,1
6796,1
6798,1
6802,1
6805,1
6806,1
6813,1
6816,1
6821,1
6822,1
6826,1
6829,1
6830,1
6832,1
6833,1
6838,1
6839,1
6848,1
6853,1
6856,1
6859,1
6863,1
6864,1
6870,1
6876,1
6877,1
6880,1
6886,1
6893,1
6894,1
6895,1
6898,1
6906,1
6908,1
6921,1
6923,1
6925,1
6928,1
6936,1
6937,1
6940,1
6943,1
6944,1
6945,1
6946,1
6950,1
6951,1
6954,1
6957,1
6961,1
6963,1
6967,1
6969,1
6972,1
6973,1
6976,1
6977,1
6989,1
6994,1
6999,1
7008,1
7010,1
7015,1
7020,1
7023,1
7024,1
7025,1
7028,1
7032,1
7033,1
7041,1
7045,1
7049,1
7054,1
7055,1
7060,1
7063,1
7065,1
7069,1
7074,1
7076,1
7086,1
7087,1
7088,1
7093,1
7100,1
7114,1
7117,1
7120,1
7127,1
7128,1
7130,1
7132,1
7134,1
7140,1
7143,1
7147,1
7150,1
7153,1
7154,1
7155,1
7163,1
7168,1
7170,1
7172,1
7174,1
7175,1
7182,1
7184,1
7190,1
7197,1
7203,1
7206,1
7208,1
7212,1
7217,1
7219,1
7220,1
7232,1
7235,1
7236,1
7244,1
7247,1
7255,1
7256,1
7271,1
7272,1
7273,1
7281,1
7282,1
7283,1
7284,1
7287,1
7288,1
7291,1
7292,1
7293,1
7294,1
7295,1
7298,1
7299,1
7311,1
7314,1
7318,1
7319,1
7321,1
7322,1
7324,1
7327,1
7328,1
7331,1
7337,1
7338,1
7340,1
7346,1
7348,1
7350,1
7357,1
7364,1
7367,1
7369,1
7373,1
7374,1
7378,1
7381,1
7382,1
7384,1
7385,1
7386,1
7389,1
7390,1
7392,1
7393,1
7396,1
7400,1
7401,1
7402,1
7404,1
7406,1
7411,1
7414,1
7416,1
7418,1
7419,1
7423,1
7426,1
7442,1
7443,1
7449,1
7452,1
7455,1
7456,1
7462,1
7466,1
7467,1
7470,1
7472,1
7481,1
7485,1
7493,1
7495,1
7496,1
7503,1
7505,1
7506,1
7510,1
7514,1
7517,1
7523,1
7524,1
7525,1
7527,1
7538,1
7542,1
7544,1
7545,1
7552,1
7553,1
7554,1
7559,1
7562,1
7566,1
7567,1
7568,1
7571,1
7572,1
7574,1
7582,1
7587,1
7588,1
7591,1
7595,1
7601,1
7604,1
7607,1
7608,1
7609,1
7611,1
7613,1
7619,1
7621,1
7622,1
7623,1
7624,1
7629,1
7632,1
7633,1
7639,1
7642,1
7645,1
7647,1
7651,1
7652,1
7653,1
7656,1
7658,1
7663,1
7664,1
7665,1
7671,1
7675,1
7677,1
7680,1
7682,1
7688,1
7689,1
7690,1
7694,1
7695,1
7698,1
7701,1
7702,1
7703,1
7705,1
7708,1
7710,1
7712,1
7713,1
7714,1
7715,1
7724,1
7729,1
7734,1
7741,1
7747,1
7748,1
7750,1
7752,1
7753,1
7756,1
7757,1
7758,1
7759,1
7762,1
7767,1
7770,1
7771,1
7779,1
7780,1
7784,1
7786,1
7789,1
7791,1
7792,1
7795,1
7800,1
7805,1
7806,1
7807,1
7808,1
7809,1
7817,1
7819,1
7823,1
7824,1
7837,1
7842,1
7843,1
7846,1
7849,1
7853,1
7855,1
7857,1
7859,1
7861,1
7864,1
7865,1
7868,1
7872,1
7875,1
7876,1
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7888,1
7893,1
7900,1
7903,1
7905,1
7907,1
7910,1
7915,1
7917,1
7919,1
7922,1
7926,1
7927,1
7928,1
7931,1
7934,1
7942,1
7943,1
7944,1
7946,1
7949,1
7954,1
7957,1
7959,1
7961,1
7963,1
7965,1
7966,1
7968,1
7970,1
7979,1
7981,1
7983,1
7995,1
8000,1
8004,1
8007,1
8008,1
8009,1
8014,1
8015,1
8016,1
8020,1
8023,1
8024,1
8025,1
8026,1
8029,1
8030,1
8031,1
8032,1
8033,1
8035,1
8038,1
8039,1
8040,1
8041,1
8043,1
8047,1
8053,1
8054,1
8061,1
8066,1
8068,1
8069,1
8070,1
8072,1
8073,1
8082,1
8084,1
8085,1
8086,1
8091,1
8094,1
8096,1
8097,1
8107,1
8110,1
8112,1
8113,1
8114,1
8123,1
8128,1
8130,1
8132,1
8136,1
8138,1
8140,1
8141,1
8146,1
8151,1
8152,1
8155,1
8157,1
8159,1
8162,1
8163,1
8166,1
8170,1
8176,1
8182,1
8189,1
8190,1
8191,1
8192,1
8205,1
8212,1
8214,1
8216,1
8217,1
8220,1
8222,1
8234,1
8235,1
8236,1
8238,1
8241,1
8242,1
8246,1
8247,1
8251,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,1
8263,1
8270,1
8273,1
8275,1
8277,1
8282,1
8283,1
8285,1
8288,1
8291,1
8299,1
8300,1
8302,1
8303,1
8305,1
8306,1
8307,1
8308,1
8310,1
8312,1
8315,1
8317,1
8320,1
8321,1
8322,1
8327,1
8330,1
8331,1
8332,1
8334,1
8339,1
8340,1
8344,1
8349,1
8355,1
8361,1
8381,1
8384,1
8385,1
8386,1
8387,1
8395,1
8396,1
8407,1
8410,1
8412,1
8415,1
8418,1
8419,1
8421,1
8423,1
8424,1
8425,1
8426,1
8430,1
8435,1
8438,1
8440,1
8443,1
8448,1
8453,1
8455,1
8461,1
8465,1
8468,1
8472,1
8474,1
8475,1
8477,1
8478,1
8479,1
8487,1
8490,1
8495,1
8498,1
8503,1
8505,1
8506,1
8507,1
8509,1
8511,1
8513,1
8515,1
8518,1
8524,1
8526,1
8534,1
8540,1
8541,1
8545,1
8547,1
8555,1
8556,1
8557,1
8563,1
8565,1
8568,1
8572,1
8573,1
8574,1
8577,1
8578,1
8584,1
8587,1
8595,1
8599,1
8606,1
8609,1
8610,1
8614,1
8623,1
8638,1
8649,1
8653,1
8654,1
8660,1
8662,1
8663,1
8666,1
8668,1
8671,1
8690,1
8691,1
8692,1
8694,1
8695,1
8696,1
8697,1
8698,1
8702,1
8704,1
8705,1
8707,1
8711,1
8712,1
8713,1
8715,1
8716,1
8721,1
8725,1
8729,1
8730,1
8736,1
8739,1
8740,1
8742,1
8743,1
8746,1
8747,1
8755,1
8757,1
8758,1
8760,1
8764,1
8765,1
8766,1
8767,1
8768,1
8772,1
8774,1
8775,1
8777,1
8778,1
8779,1
8784,1
8787,1
8788,1
8789,1
8793,1
8798,1
8801,1
8805,1
8814,1
8822,1
8826,1
8828,1
8838,1
8840,1
8848,1
8849,1
8850,1
8854,1
8859,1
8860,1
8873,1
8878,1
8888,1
8889,1
8890,1
8896,1
8901,1
8904,1
8907,1
8911,1
8914,1
8915,1
8916,1
8920,1
8921,1
8922,1
8928,1
8931,1
8932,1
8933,1
8936,1
8938,1
8940,1
8941,1
8945,1
8948,1
8950,1
8952,1
8955,1
8960,1
8966,1
8968,1
8971,1
8972,1
8973,1
8976,1
8978,1
8982,1
8984,1
8987,1
8990,1
8991,1
8997,1
8998,1
8999,1
9001,1
9007,1
9008,1
9009,1
9010,1
9012,1
9013,1
9016,1
9018,1
9020,1
9021,1
9023,1
9030,1
9031,1
9034,1
9037,1
9043,1
9049,1
9050,1
9052,1
9053,1
9054,1
9059,1
9064,1
9067,1
9083,1
9089,1
9095,1
9103,1
9104,1
9121,1
9127,1
9128,1
9131,1
9133,1
9134,1
9135,1
9139,1
9140,1
9158,1
9159,1
9161,1
9164,1
9170,1
9175,1
9180,1
9182,1
9183,1
9184,1
9186,1
9188,1
9199,1
9200,1
9202,1
9205,1
9211,1
9212,1
9217,1
9222,1
9226,1
9227,1
9229,1
9231,1
9232,1
9233,1
9240,1
9244,1
9245,1
9246,1
9256,1
9258,1
9264,1
9266,1
9270,1
9272,1
9279,1
9280,1
9285,1
9286,1
9287,1
9288,1
9292,1
9302,1
9305,1
9311,1
9312,1
9314,1
9317,1
9318,1
9320,1
9322,1
9325,1
9332,1
9335,1
9346,1
9347,1
9348,1
9357,1
9362,1
9365,1
9371,1
9379,1
9381,1
9382,1
9390,1
9395,1
9401,1
9402,1
9405,1
9406,1
9409,1
9410,1
9413,1
9418,1
9420,1
9421,1
9424,1
9426,1
9428,1
9439,1
9440,1
9446,1
9447,1
9448,1
9450,1
